ID,Name,Overall Rating,No. of Ratings,Work Life Balance,Culture And Values,Senior Leadership,Compensation and Benefits,Career Opportunities,Sector,Industry Name,Website,Glassdoor
472849,BIAS Corp,3.8,24,3.3,3.5,3.5,4.1,3.5,Information Technology,Computer Hardware & Software,www.biascorp.com,https://www.glassdoor.com/Overview/Working-at-BIAS Corp-EI_IE472849.htm
514310,Bata India,3.6,24,2.9,3.0,3.1,3.1,3.8,Manufacturing,Consumer Products Manufacturing,www.bata.in,https://www.glassdoor.com/Overview/Working-at-Bata India-EI_IE514310.htm
687443,TALENTEDGE,3.6,24,3.4,3.5,3.4,3.3,3.4,Education,Colleges & Universities,www.talentedge.in,https://www.glassdoor.com/Overview/Working-at-TALENTEDGE-EI_IE687443.htm
624567,PROLIM Global Corporation,4.1,24,4.1,3.9,3.9,3.9,4.1,Information Technology,IT Services,www.prolim.com,https://www.glassdoor.com/Overview/Working-at-PROLIM Global Corporation-EI_IE624567.htm
775137,PM Group,3.5,24,3.6,3.9,3.4,3.1,3.0,Business Services,Consulting,www.pmgroup-global.com,https://www.glassdoor.com/Overview/Working-at-PM Group-EI_IE775137.htm
385362,Competent Systems,3.5,24,3.6,3.6,3.4,3.4,3.5,Information Technology,Enterprise Software & Network Solutions,www.competentsystems.com,https://www.glassdoor.com/Overview/Working-at-Competent Systems-EI_IE385362.htm
35985,Rolls-Royce Motor Cars,3.9,24,3.7,3.7,3.5,3.9,3.8,Manufacturing,Transportation Equipment Manufacturing,www.rolls-roycemotorcars.com,https://www.glassdoor.com/Overview/Working-at-Rolls-Royce Motor Cars-EI_IE35985.htm
33452,MTC,3.1,24,3.3,2.8,2.7,2.5,2.6,Manufacturing,Industrial Manufacturing,www.mtcworldwide.com,https://www.glassdoor.com/Overview/Working-at-MTC-EI_IE33452.htm
263531,AMIT,3.8,24,3.4,3.5,3.5,3.3,3.4,Manufacturing,Industrial Manufacturing,www.amitchildren.org,https://www.glassdoor.com/Overview/Working-at-AMIT-EI_IE263531.htm
267886,Mercom,4.1,24,4.3,4.5,4.2,4.1,4.1,Telecommunications,Telecommunications Services,www.mercomcorp.com,https://www.glassdoor.com/Overview/Working-at-Mercom-EI_IE267886.htm
471501,Allied Worldwide,2.7,24,2.6,2.4,2.4,2.4,2.6,Information Technology,IT Services,www.alliedworldwide.com,https://www.glassdoor.com/Overview/Working-at-Allied Worldwide-EI_IE471501.htm
408440,NGHA,3.3,24,3.1,3.0,2.4,3.3,2.7,Health Care,Health Care Services & Hospitals,www.ngha.med.sa,https://www.glassdoor.com/Overview/Working-at-NGHA-EI_IE408440.htm
530950,Kerala State Electricity Board,4.1,24,3.2,3.7,3.3,3.5,3.2,Government,Federal Agencies,www.kseb.in,https://www.glassdoor.com/Overview/Working-at-Kerala State Electricity Board-EI_IE530950.htm
519147,Future Generali India Life Insurance,2.8,24,2.6,2.7,2.6,3.0,2.6,,,www.futuregenerali.in,https://www.glassdoor.com/Overview/Working-at-Future Generali India Life Insurance-EI_IE519147.htm
519545,Luminous Power Technologies (P),3.1,24,3.6,3.4,3.4,3.2,3.3,Manufacturing,Electrical & Electronic Manufacturing,www.luminousindia.com,https://www.glassdoor.com/Overview/Working-at-Luminous Power Technologies (P)-EI_IE519545.htm
901048,Internshala,4.3,24,3.9,4.1,3.9,3.6,3.7,Business Services,Staffing & Outsourcing,www.internshala.com,https://www.glassdoor.com/Overview/Working-at-Internshala-EI_IE901048.htm
630507,Onward eServices,3.2,24,3.1,3.2,3.1,2.7,2.9,Information Technology,IT Services,www.onwardgroup.com,https://www.glassdoor.com/Overview/Working-at-Onward eServices-EI_IE630507.htm
516746,Tech Vedika,4.1,24,4.1,4.2,3.9,4.0,4.1,Information Technology,IT Services,www.techvedika.com,https://www.glassdoor.com/Overview/Working-at-Tech Vedika-EI_IE516746.htm
507845,MANCER Consulting Group,3.1,24,3.1,3.5,3.7,2.9,3.3,Business Services,Advertising & Marketing,www.mancerconsulting.com,https://www.glassdoor.com/Overview/Working-at-MANCER Consulting Group-EI_IE507845.htm
510855,Time Technoplast,2.4,24,2.5,2.1,2.5,2.3,2.3,Manufacturing,Industrial Manufacturing,www.timetechnoplast.com,https://www.glassdoor.com/Overview/Working-at-Time Technoplast-EI_IE510855.htm
519146,Future Capital,3.1,24,2.2,2.7,3.2,3.2,3.3,Finance,Banks & Credit Unions,www.capfirst.com,https://www.glassdoor.com/Overview/Working-at-Future Capital-EI_IE519146.htm
519136,Focus Softnet,3.2,24,3.1,3.3,3.4,3.1,3.2,,,www.focussoftnet.com,https://www.glassdoor.com/Overview/Working-at-Focus Softnet-EI_IE519136.htm
269561,"Telnet (Rockville, MD)",3.1,24,3.1,3.2,3.1,2.9,3.0,Business Services,Consulting,www.telnet-inc.com,"https://www.glassdoor.com/Overview/Working-at-Telnet (Rockville, MD)-EI_IE269561.htm"
321015,Ruchi Group,3.6,24,3.7,3.5,3.2,2.9,3.6,Business Services,Wholesale,www.ruchiglobal.com,https://www.glassdoor.com/Overview/Working-at-Ruchi Group-EI_IE321015.htm
315852,Amara Raja,3.7,24,3.4,4.4,3.9,3.2,3.6,Manufacturing,Industrial Manufacturing,www.amararaja.co.in,https://www.glassdoor.com/Overview/Working-at-Amara Raja-EI_IE315852.htm
328020,CNN-IBN,3.9,24,3.2,3.5,3.1,2.9,3.2,Media,Motion Picture Production & Distribution,www.ibnlive.com,https://www.glassdoor.com/Overview/Working-at-CNN-IBN-EI_IE328020.htm
6424,3M Purification,3.1,24,3.7,3.2,2.6,3.4,3.3,Manufacturing,Industrial Manufacturing,www.3mpurification.com,https://www.glassdoor.com/Overview/Working-at-3M Purification-EI_IE6424.htm
401129,Tanla Solutions,3.8,23,3.5,3.7,3.7,3.7,3.9,Telecommunications,Telecommunications Services,www.tanla.com,https://www.glassdoor.com/Overview/Working-at-Tanla Solutions-EI_IE401129.htm
381204,Unicon Investment Solutions,3.2,23,3.3,3.5,3.2,2.8,3.3,Finance,Investment Banking & Asset Management,www.unicon.in,https://www.glassdoor.com/Overview/Working-at-Unicon Investment Solutions-EI_IE381204.htm
369810,McNally Bharat,2.8,23,3.4,3.0,2.8,3.3,2.9,Manufacturing,Industrial Manufacturing,www.mcnallybharat.com,https://www.glassdoor.com/Overview/Working-at-McNally Bharat-EI_IE369810.htm
30072,Talent Plus,2.5,23,3.3,2.8,2.1,2.6,2.7,Business Services,Consulting,www.talentplus.com,https://www.glassdoor.com/Overview/Working-at-Talent Plus-EI_IE30072.htm
128506,Western International University,2.7,23,3.6,2.9,2.1,3.4,2.0,Education,Colleges & Universities,www.wintu.edu,https://www.glassdoor.com/Overview/Working-at-Western International University-EI_IE128506.htm
121681,Largo Medical Center,2.7,23,3.0,3.2,2.7,3.1,2.9,Health Care,Health Care Services & Hospitals,www.largomedical.com,https://www.glassdoor.com/Overview/Working-at-Largo Medical Center-EI_IE121681.htm
239156,Musashi Auto Parts,2.7,23,2.6,2.8,2.4,3.3,2.8,Manufacturing,Transportation Equipment Manufacturing,www.musashi.us,https://www.glassdoor.com/Overview/Working-at-Musashi Auto Parts-EI_IE239156.htm
814335,Citrus Pay,3.8,23,3.8,3.6,3.5,3.7,3.7,Finance,Financial Transaction Processing,www.citruspay.com,https://www.glassdoor.com/Overview/Working-at-Citrus Pay-EI_IE814335.htm
519941,Reliance Mutual Fund,4.0,23,3.4,3.7,3.9,3.2,3.7,,,www.reliancemutual.com,https://www.glassdoor.com/Overview/Working-at-Reliance Mutual Fund-EI_IE519941.htm
509476,K7 Computing,4.0,23,4.0,4.0,3.8,3.8,4.2,Information Technology,Enterprise Software & Network Solutions,www.k7computing.com,https://www.glassdoor.com/Overview/Working-at-K7 Computing-EI_IE509476.htm
591003,KRDS,3.5,23,3.0,3.8,3.1,3.4,3.2,Business Services,Advertising & Marketing,www.krds.com,https://www.glassdoor.com/Overview/Working-at-KRDS-EI_IE591003.htm
465660,Integra Software Services,2.5,23,2.8,3.0,2.6,2.5,3.1,Business Services,Advertising & Marketing,www.integra.co.in,https://www.glassdoor.com/Overview/Working-at-Integra Software Services-EI_IE465660.htm
460835,Murugappa Group,3.9,23,3.8,4.5,3.7,3.5,3.4,Manufacturing,Industrial Manufacturing,www.murugappa.com,https://www.glassdoor.com/Overview/Working-at-Murugappa Group-EI_IE460835.htm
879518,CADeploy,2.8,23,2.5,2.5,2.5,2.7,2.9,Business Services,Architectural & Engineering Services,www.cadeploy.com,https://www.glassdoor.com/Overview/Working-at-CADeploy-EI_IE879518.htm
1431555,Symphony Talent,4.2,23,3.9,4.4,4.3,4.1,4.0,Information Technology,Enterprise Software & Network Solutions,www.symphonytalent.com,https://www.glassdoor.com/Overview/Working-at-Symphony Talent-EI_IE1431555.htm
614094,Interactive Avenues,3.1,23,2.6,3.2,2.9,2.9,3.3,Information Technology,IT Services,www.interactiveavenues.com,https://www.glassdoor.com/Overview/Working-at-Interactive Avenues-EI_IE614094.htm
668739,AutoGrid,3.7,23,3.6,3.9,3.4,3.7,3.7,Information Technology,Computer Hardware & Software,www.auto-grid.com,https://www.glassdoor.com/Overview/Working-at-AutoGrid-EI_IE668739.htm
771456,Solartis,3.2,23,2.3,3.1,3.2,2.1,3.4,Business Services,Consulting,www.solartis.com,https://www.glassdoor.com/Overview/Working-at-Solartis-EI_IE771456.htm
5761,Trinity Biotech,2.3,23,3.0,2.5,1.8,2.2,1.9,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,www.trinitybiotech.com,https://www.glassdoor.com/Overview/Working-at-Trinity Biotech-EI_IE5761.htm
313617,SAI Technology,2.2,23,2.8,1.7,2.2,2.1,2.7,Telecommunications,"Cable, Internet & Telephone Providers",www.saitechnology.com,https://www.glassdoor.com/Overview/Working-at-SAI Technology-EI_IE313617.htm
29304,St. Joseph's College,3.6,23,3.9,3.4,3.2,2.9,3.0,Education,Colleges & Universities,www.sjcny.edu,https://www.glassdoor.com/Overview/Working-at-St. Joseph's College-EI_IE29304.htm
220652,SolutionsIQ,4.2,23,4.1,4.0,4.1,3.8,3.8,Business Services,Consulting,www.solutionsiq.com,https://www.glassdoor.com/Overview/Working-at-SolutionsIQ-EI_IE220652.htm
29656,Design Forum,3.0,23,3.1,3.3,2.5,3.3,3.3,Business Services,Advertising & Marketing,www.interbranddesignforum.com,https://www.glassdoor.com/Overview/Working-at-Design Forum-EI_IE29656.htm
234825,Park Plaza Hotels,3.1,23,2.9,3.1,2.8,2.8,3.2,Travel & Tourism,"Hotels, Motels, & Resorts",www.parkplaza.com,https://www.glassdoor.com/Overview/Working-at-Park Plaza Hotels-EI_IE234825.htm
261667,Strategic Decisions Group,3.6,23,4.2,4.6,3.7,3.9,3.6,Business Services,Advertising & Marketing,www.sdg.com,https://www.glassdoor.com/Overview/Working-at-Strategic Decisions Group-EI_IE261667.htm
600627,Burning Glass,3.2,23,3.5,2.8,2.7,2.4,3.3,Information Technology,Computer Hardware & Software,www.burning-glass.com,https://www.glassdoor.com/Overview/Working-at-Burning Glass-EI_IE600627.htm
583070,OSI,2.9,23,2.9,2.7,2.5,2.7,2.5,Business Services,Consulting,www.osiconsulting.com,https://www.glassdoor.com/Overview/Working-at-OSI-EI_IE583070.htm
590763,CL Educate,3.0,23,2.9,3.1,2.8,2.8,3.0,Business Services,Staffing & Outsourcing,www.cleducate.in,https://www.glassdoor.com/Overview/Working-at-CL Educate-EI_IE590763.htm
494546,My Dentist,2.4,23,2.8,2.0,2.0,2.3,2.2,Health Care,Health Care Services & Hospitals,www.mydentistinc.com,https://www.glassdoor.com/Overview/Working-at-My Dentist-EI_IE494546.htm
509009,Perfetti Van Melle India,3.8,23,3.3,3.9,3.4,3.1,3.5,Manufacturing,Food & Beverage Manufacturing,www.perfettivanmelle.in,https://www.glassdoor.com/Overview/Working-at-Perfetti Van Melle India-EI_IE509009.htm
511602,Gmmco,2.9,23,3.3,3.2,2.9,2.6,3.2,Manufacturing,Industrial Manufacturing,www.gmmco.in,https://www.glassdoor.com/Overview/Working-at-Gmmco-EI_IE511602.htm
519144,Fullerton India Credit Company,3.1,23,2.7,2.6,2.8,3.0,3.0,,,www.fullertonindia.com,https://www.glassdoor.com/Overview/Working-at-Fullerton India Credit Company-EI_IE519144.htm
431950,IndiaCan,3.0,23,2.9,3.1,2.8,3.0,3.3,Education,Education Training Services,www.indiacan.com,https://www.glassdoor.com/Overview/Working-at-IndiaCan-EI_IE431950.htm
808662,STS,3.9,22,3.4,3.6,3.4,2.9,3.5,Education,Colleges & Universities,www.sts-education.com,https://www.glassdoor.com/Overview/Working-at-STS-EI_IE808662.htm
829189,Timesjobs.com,1.9,22,2.3,2.2,2.0,2.7,2.1,Business Services,Staffing & Outsourcing,www.timesjobs.com,https://www.glassdoor.com/Overview/Working-at-Timesjobs.com-EI_IE829189.htm
469562,KENT RO Systems,2.5,22,2.4,2.3,2.1,1.9,2.4,Manufacturing,Consumer Products Manufacturing,www.kent.co.in,https://www.glassdoor.com/Overview/Working-at-KENT RO Systems-EI_IE469562.htm
512832,Appin Technology Lab,3.1,22,3.5,3.1,2.8,2.8,3.2,Accounting & Legal,Accounting,www.appintechnology.com,https://www.glassdoor.com/Overview/Working-at-Appin Technology Lab-EI_IE512832.htm
590673,Wärtsilä India,3.5,22,3.6,3.6,3.3,3.1,3.0,Business Services,Architectural & Engineering Services,www.wartsila.com/en_in/home,https://www.glassdoor.com/Overview/Working-at-Wärtsilä India-EI_IE590673.htm
709455,Dignified Transition Solutions,2.7,22,2.4,2.2,1.9,2.7,2.0,Finance,Investment Banking & Asset Management,www.dignifiedtransitionsolutions.com,https://www.glassdoor.com/Overview/Working-at-Dignified Transition Solutions-EI_IE709455.htm
344614,MNNIT,3.8,22,3.6,3.8,3.2,3.7,3.9,Education,Colleges & Universities,mnnit.ac.in,https://www.glassdoor.com/Overview/Working-at-MNNIT-EI_IE344614.htm
375539,Navayuga Infotech,3.7,22,3.7,3.9,3.9,2.8,3.9,Information Technology,IT Services,www.navayugainfotech.com,https://www.glassdoor.com/Overview/Working-at-Navayuga Infotech-EI_IE375539.htm
376736,C2S Technologies,4.0,22,3.9,3.9,3.6,3.5,3.6,Information Technology,IT Services,www.c2stechs.com,https://www.glassdoor.com/Overview/Working-at-C2S Technologies-EI_IE376736.htm
37710,TPV Technology,3.0,22,3.0,2.9,2.6,3.0,2.6,Information Technology,Computer Hardware & Software,www.tpvholdings.com,https://www.glassdoor.com/Overview/Working-at-TPV Technology-EI_IE37710.htm
41350,TA,3.4,22,3.7,3.8,3.2,3.5,3.3,,,www.technology.gov,https://www.glassdoor.com/Overview/Working-at-TA-EI_IE41350.htm
157804,InfoComm International,3.6,22,3.5,3.2,2.7,3.3,2.8,Business Services,Membership Organizations,www.infocomm.org,https://www.glassdoor.com/Overview/Working-at-InfoComm International-EI_IE157804.htm
335558,ENIL,3.1,22,2.6,3.4,2.5,2.6,2.8,Media,Radio,www.enil.co.in,https://www.glassdoor.com/Overview/Working-at-ENIL-EI_IE335558.htm
432364,Quantum Secure,3.1,22,2.4,2.4,2.8,3.3,3.0,Information Technology,Enterprise Software & Network Solutions,www.quantumsecure.com,https://www.glassdoor.com/Overview/Working-at-Quantum Secure-EI_IE432364.htm
516248,DSM Infocom,2.8,22,2.9,2.8,2.9,2.3,3.2,Information Technology,IT Services,www.dsmindia.com,https://www.glassdoor.com/Overview/Working-at-DSM Infocom-EI_IE516248.htm
712643,Collaborate Solutions,3.6,22,3.3,3.3,3.1,3.0,3.6,Business Services,Staffing & Outsourcing,www.collaboratesolutions.com,https://www.glassdoor.com/Overview/Working-at-Collaborate Solutions-EI_IE712643.htm
611679,ITI Data,4.2,22,3.8,4.0,3.7,4.1,4.0,Information Technology,IT Services,www.itidata.com,https://www.glassdoor.com/Overview/Working-at-ITI Data-EI_IE611679.htm
717738,M3bi,2.8,22,3.2,3.1,3.1,3.2,3.1,Business Services,Advertising & Marketing,www.m3bi.com,https://www.glassdoor.com/Overview/Working-at-M3bi-EI_IE717738.htm
235160,Qvantel,3.7,22,3.8,3.5,3.1,3.0,3.1,Information Technology,IT Services,www.qvantel.com,https://www.glassdoor.com/Overview/Working-at-Qvantel-EI_IE235160.htm
371085,Parle Products,3.4,22,3.1,2.8,2.8,2.8,3.2,Manufacturing,Food & Beverage Manufacturing,www.parleproducts.com,https://www.glassdoor.com/Overview/Working-at-Parle Products-EI_IE371085.htm
349777,Delphi TVS,3.1,22,2.9,3.4,3.0,2.6,2.9,Manufacturing,Transportation Equipment Manufacturing,www.delphitvs.com,https://www.glassdoor.com/Overview/Working-at-Delphi TVS-EI_IE349777.htm
15341,SYSPRO,3.4,22,3.4,3.0,3.1,3.1,2.8,Information Technology,Computer Hardware & Software,www.syspro.com,https://www.glassdoor.com/Overview/Working-at-SYSPRO-EI_IE15341.htm
17028,SICK,3.3,21,3.5,3.3,2.6,3.3,3.2,Manufacturing,Electrical & Electronic Manufacturing,www.sick.com,https://www.glassdoor.com/Overview/Working-at-SICK-EI_IE17028.htm
259111,Indusa Technical Corp.,3.5,21,3.8,3.9,3.3,2.9,3.5,Information Technology,IT Services,www.indusa.com,https://www.glassdoor.com/Overview/Working-at-Indusa Technical Corp.-EI_IE259111.htm
484381,Gorilla Logic,4.7,21,4.8,4.8,4.6,4.4,4.3,Information Technology,Enterprise Software & Network Solutions,www.gorillalogic.com,https://www.glassdoor.com/Overview/Working-at-Gorilla Logic-EI_IE484381.htm
478057,Mersen,3.1,21,3.5,2.9,3.0,3.1,2.9,Manufacturing,Industrial Manufacturing,www.mersen.com,https://www.glassdoor.com/Overview/Working-at-Mersen-EI_IE478057.htm
725503,ISG,3.3,21,2.8,2.8,2.8,3.4,2.6,Insurance,Insurance Carriers,www.isgvalue.com,https://www.glassdoor.com/Overview/Working-at-ISG-EI_IE725503.htm
546855,SHARP,3.4,21,3.4,3.5,2.8,3.0,3.2,Non-Profit,Social Assistance,www.sharp-pakistan.org,https://www.glassdoor.com/Overview/Working-at-SHARP-EI_IE546855.htm
518628,AGS Transact Technologies,3.0,21,2.8,2.7,2.6,3.0,2.9,,,www.agsindia.com,https://www.glassdoor.com/Overview/Working-at-AGS Transact Technologies-EI_IE518628.htm
520019,Sarovar Hotels & Resorts,3.5,21,2.9,3.1,3.1,2.9,3.3,,,www.sarovarhotels.com,https://www.glassdoor.com/Overview/Working-at-Sarovar Hotels & Resorts-EI_IE520019.htm
494496,CPWD,3.8,21,3.8,3.6,3.5,3.3,3.0,Government,Federal Agencies,cpwd.gov.in,https://www.glassdoor.com/Overview/Working-at-CPWD-EI_IE494496.htm
29053,Nissin Foods (USA),2.8,21,2.6,2.6,2.8,2.9,2.2,Manufacturing,Food & Beverage Manufacturing,www.nissinfoods.com,https://www.glassdoor.com/Overview/Working-at-Nissin Foods (USA)-EI_IE29053.htm
372878,IFMR,2.6,21,3.5,3.0,2.9,2.9,2.7,Education,Colleges & Universities,ifmr.ac.in,https://www.glassdoor.com/Overview/Working-at-IFMR-EI_IE372878.htm
397382,ConVista Consulting,4.1,21,3.9,4.7,3.8,3.7,3.7,Business Services,Consulting,www.convista.com,https://www.glassdoor.com/Overview/Working-at-ConVista Consulting-EI_IE397382.htm
301914,in-sync group,2.8,21,2.3,3.2,2.7,2.3,2.5,Business Services,Advertising & Marketing,www.insyncstrategy.com,https://www.glassdoor.com/Overview/Working-at-in-sync group-EI_IE301914.htm
216087,Deccan Chronicle,2.7,21,2.2,2.6,2.0,2.2,2.5,Media,Publishing,www.deccanchronicle.com,https://www.glassdoor.com/Overview/Working-at-Deccan Chronicle-EI_IE216087.htm
12996,April Assurances,3.0,21,2.8,3.1,2.7,2.8,2.8,Insurance,Insurance Carriers,www.aprilgroup.com,https://www.glassdoor.com/Overview/Working-at-April Assurances-EI_IE12996.htm
28725,@Global,3.5,21,3.6,3.7,3.3,2.9,3.1,Information Technology,Enterprise Software & Network Solutions,www.atglobal.com,https://www.glassdoor.com/Overview/Working-at-@Global-EI_IE28725.htm
370179,ITGI,3.6,21,3.9,3.5,3.1,3.1,3.3,Insurance,Insurance Carriers,www.iffcotokio.co.in,https://www.glassdoor.com/Overview/Working-at-ITGI-EI_IE370179.htm
618050,PeopleBrowsr,1.9,21,2.2,1.9,1.9,2.2,2.1,Media,Motion Picture Production & Distribution,www.peoplebrowsr.com,https://www.glassdoor.com/Overview/Working-at-PeopleBrowsr-EI_IE618050.htm
626670,Mouthshut.com,2.3,21,2.1,3.1,2.2,2.4,2.2,Information Technology,Internet,www.mouthshut.com,https://www.glassdoor.com/Overview/Working-at-Mouthshut.com-EI_IE626670.htm
919592,Focaloid Technologies,4.4,21,4.5,4.3,4.3,3.9,4.4,Information Technology,IT Services,www.focaloid.com,https://www.glassdoor.com/Overview/Working-at-Focaloid Technologies-EI_IE919592.htm
969742,ii5 Technologies,3.4,20,3.5,3.1,2.9,3.7,3.1,Information Technology,Enterprise Software & Network Solutions,www.ii5.com,https://www.glassdoor.com/Overview/Working-at-ii5 Technologies-EI_IE969742.htm
473596,ICRON,3.4,20,3.8,4.1,3.9,3.5,3.4,Accounting & Legal,Accounting,www.icraonline.com,https://www.glassdoor.com/Overview/Working-at-ICRON-EI_IE473596.htm
528933,Reubro International,3.0,20,3.0,3.2,3.1,2.9,3.4,Information Technology,Computer Hardware & Software,www.reubro.com,https://www.glassdoor.com/Overview/Working-at-Reubro International-EI_IE528933.htm
488894,ILSC,3.7,20,3.8,3.9,3.8,2.7,2.7,Education,Education Training Services,www.ilsc.com,https://www.glassdoor.com/Overview/Working-at-ILSC-EI_IE488894.htm
539074,Smart Chip,3.3,20,3.7,3.6,3.3,3.3,3.2,Information Technology,Computer Hardware & Software,www.smartchiponline.com,https://www.glassdoor.com/Overview/Working-at-Smart Chip-EI_IE539074.htm
640110,StraVis IT Solutions,3.8,20,3.6,3.7,4.0,3.0,4.0,Information Technology,IT Services,www.stravissolutions.com,https://www.glassdoor.com/Overview/Working-at-StraVis IT Solutions-EI_IE640110.htm
780667,Zepo,3.3,20,2.5,3.1,2.6,3.4,3.3,Information Technology,IT Services,www.zepo.in,https://www.glassdoor.com/Overview/Working-at-Zepo-EI_IE780667.htm
258611,Shams Group,2.9,20,3.6,3.4,3.2,2.6,3.5,Business Services,Consulting,www.shamsgroup.com,https://www.glassdoor.com/Overview/Working-at-Shams Group-EI_IE258611.htm
382372,Sedin Technologies,3.0,20,3.1,3.1,2.7,2.6,3.0,Information Technology,Computer Hardware & Software,www.railsfactory.com,https://www.glassdoor.com/Overview/Working-at-Sedin Technologies-EI_IE382372.htm
152739,Primary Health Care,2.9,20,3.2,2.8,2.7,2.9,2.4,Health Care,Health Care Services & Hospitals,www.primaryhealthcare.com.au,https://www.glassdoor.com/Overview/Working-at-Primary Health Care-EI_IE152739.htm
22528,Indotronix,4.0,20,3.8,3.6,3.6,3.7,3.2,Information Technology,IT Services,www.iic.com,https://www.glassdoor.com/Overview/Working-at-Indotronix-EI_IE22528.htm
477752,Apside,2.8,20,3.6,3.1,2.8,2.5,2.1,Information Technology,IT Services,www.apside.fr,https://www.glassdoor.com/Overview/Working-at-Apside-EI_IE477752.htm
453492,SUN Technical Services,3.7,20,2.9,2.7,2.5,2.8,2.3,Business Services,Advertising & Marketing,www.suntechnical.com,https://www.glassdoor.com/Overview/Working-at-SUN Technical Services-EI_IE453492.htm
502028,Clearpath Technology,3.0,20,2.6,2.5,2.6,2.5,2.8,Business Services,Advertising & Marketing,www.clearpathtechnology.com,https://www.glassdoor.com/Overview/Working-at-Clearpath Technology-EI_IE502028.htm
544147,State Bank of Travancore,3.8,20,3.3,4.0,3.2,3.8,4.0,Finance,Banks & Credit Unions,www.statebankoftravancore.com,https://www.glassdoor.com/Overview/Working-at-State Bank of Travancore-EI_IE544147.htm
519276,HLL Lifecare Limited,2.4,20,3.4,3.0,2.8,2.7,2.9,,,www.lifecarehll.com,https://www.glassdoor.com/Overview/Working-at-HLL Lifecare Limited-EI_IE519276.htm
717958,Tecnics,3.4,20,3.2,3.2,3.4,3.0,3.5,Information Technology,IT Services,www.tecnics.com,https://www.glassdoor.com/Overview/Working-at-Tecnics-EI_IE717958.htm
691509,MySmartPrice,3.7,20,4.2,3.5,3.4,4.0,3.3,Consumer Services,"Health, Beauty, & Fitness",www.mysmartprice.com,https://www.glassdoor.com/Overview/Working-at-MySmartPrice-EI_IE691509.htm
499590,Faichi Solutions,3.2,20,3.5,3.4,3.1,3.3,3.2,Information Technology,Computer Hardware & Software,www.faichi.com,https://www.glassdoor.com/Overview/Working-at-Faichi Solutions-EI_IE499590.htm
537751,Kolte Patil Developers,2.2,20,3.0,2.0,2.1,2.4,2.3,"Construction, Repair & Maintenance",Construction,www.koltepatil.com,https://www.glassdoor.com/Overview/Working-at-Kolte Patil Developers-EI_IE537751.htm
1001517,Alstom T&D I,3.4,20,3.5,3.4,3.0,3.2,3.0,,,www.alstom.com,https://www.glassdoor.com/Overview/Working-at-Alstom T&D I-EI_IE1001517.htm
38275,Aditya Birla Management,3.4,20,3.6,3.5,3.2,3.2,3.0,Manufacturing,Metal & Mineral Manufacturing,www.adityabirla.com,https://www.glassdoor.com/Overview/Working-at-Aditya Birla Management-EI_IE38275.htm
266868,Smart Source Technologies,2.8,20,3.1,3.8,3.2,2.9,2.8,Transportation & Logistics,Logistics & Supply Chain,www.smartsourcetec.com,https://www.glassdoor.com/Overview/Working-at-Smart Source Technologies-EI_IE266868.htm
355203,"Comtech, LLC",2.9,20,2.9,2.6,2.4,2.8,2.8,Government,Federal Agencies,www.comtechllc.com,"https://www.glassdoor.com/Overview/Working-at-Comtech, LLC-EI_IE355203.htm"
386858,Pathways,3.0,19,3.0,3.1,2.7,2.6,3.0,Health Care,Health Care Services & Hospitals,www.pathwaysforyou.org,https://www.glassdoor.com/Overview/Working-at-Pathways-EI_IE386858.htm
362567,A B Mauri Food,2.9,19,3.4,3.1,2.9,3.7,2.7,Manufacturing,Food & Beverage Manufacturing,www.abmauri.com,https://www.glassdoor.com/Overview/Working-at-A B Mauri Food-EI_IE362567.htm
1376235,Dreamline (India),4.6,19,4.6,4.8,4.7,4.8,4.7,,,www.dreamlineindia.com,https://www.glassdoor.com/Overview/Working-at-Dreamline (India)-EI_IE1376235.htm
956395,Infinite Convergence Solutions,3.7,19,3.5,4.0,3.7,3.5,3.4,Telecommunications,"Cable, Internet & Telephone Providers",www.infinite-convergence.com,https://www.glassdoor.com/Overview/Working-at-Infinite Convergence Solutions-EI_IE956395.htm
529029,The City Bank,3.8,19,2.9,3.1,3.3,2.7,3.2,Finance,Banks & Credit Unions,www.thecitybank.com,https://www.glassdoor.com/Overview/Working-at-The City Bank-EI_IE529029.htm
513819,Nexsus Techno Solutions,2.7,19,2.9,2.4,2.4,2.3,2.3,Information Technology,Computer Hardware & Software,www.ntspl.com,https://www.glassdoor.com/Overview/Working-at-Nexsus Techno Solutions-EI_IE513819.htm
550092,National Insurance Company,3.5,19,4.2,3.3,3.2,3.7,3.2,Insurance,Insurance Carriers,www.nationalinsuranceindia.com,https://www.glassdoor.com/Overview/Working-at-National Insurance Company-EI_IE550092.htm
575883,STC,3.5,19,3.2,3.4,3.0,3.1,3.2,Manufacturing,Metal & Mineral Manufacturing,www.stcgroup.com.pk,https://www.glassdoor.com/Overview/Working-at-STC-EI_IE575883.htm
403904,NCDEX,3.1,19,3.2,3.2,3.3,2.7,3.2,Finance,Investment Banking & Asset Management,www.ncdex.com,https://www.glassdoor.com/Overview/Working-at-NCDEX-EI_IE403904.htm
421452,Lead IT,3.7,19,4.0,4.1,3.9,3.7,3.8,Information Technology,Computer Hardware & Software,www.leaditgroup.com,https://www.glassdoor.com/Overview/Working-at-Lead IT-EI_IE421452.htm
